OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area,ADDRESS
224,2,SAUJANA,BPSZ02,N,BUKIT PANJANG,BP,WEST REGION,WR,BAD02A93A41830EC,2014/12/05,20536.71450000000,40906.65310000000,3686.69056677000,674992.00093900005,"410 Saujana Road, Singapore 670410; 406 Fajar Road, Singapore 670406; 409 Saujana Road, Singapore 670409; 405 Fajar Road, Singapore 670405; 411 Saujana Road, Singapore 670411"
225,1,SELETAR HILLS,SGSZ01,N,SERANGOON,SG,NORTH-EAST REGION,NER,AE4E2159139560B6,2014/12/05,31676.96260000000,40603.19890000000,6498.65107142000,2330683.26441999990,"Seletar Hills Estate, 50 Seletar Hills Drive, Singapore 807065; Seletar Hills Estate, 24 Jalan Antoi, Singapore 809409; Seletar Hills Estate, 48 Seletar Hills Drive, Singapore 807063; Seletar Hills Estate, 22 Jalan Antoi, Singapore 809408; Seletar Hills Estate, 52 Seletar Hills Drive, Singapore 807067; Seletar Hills Estate, 47 Seletar Hills Drive, Singapore 807062; Seletar Hills Estate, 49 Seletar Hills Drive, Singapore 807064; Seletar Hills Estate, 54 Seletar Hills Drive, Singapore 807069; Seletar Hills Estate, 51 Seletar Hills Drive, Singapore 807066; Seletar Hills Estate, 46 Seletar Hills Drive, Singapore 807061"
226,5,COMPASSVALE,SESZ05,N,SENGKANG,SE,NORTH-EAST REGION,NER,380E7DCFD2E09905,2014/12/05,34304.25050000000,40761.09080000000,5216.01738046000,1093213.49087000010,"Compassvale LRT station (SE1), 10 Compassvale Street, Singapore 545055; Bus stop at Blk 253 (67251); Bus stop at Blk 297A (67259); 253 Compassvale Street, Singapore 540253; 254 Compassvale Road, Singapore 540254; Compassvale Green, 297A Compassvale Street, Singapore 541297; Compassvale Green, 297 Compassvale Street, Singapore 540297; 251 Compassvale Street, Singapore 540251; 255 Compassvale Road, Singapore 540255; 252 Compassvale Street, Singapore 540252"
227,12,YIO CHU KANG EAST,AMSZ12,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,75F91E9882406325,2014/12/05,30234.36820000000,40602.65080000000,5592.19108104000,1861872.04191999999,"Yio Chu Kang MRT Station (NS15), 3000 Ang Mo Kio Avenue 8, Singapore 569813; Bus stop at Yio Chu Kang Interchange (55509); Bus stop opposite Yio Chu Kang MRT (55181); 208 Ang Mo Kio Avenue 9, Singapore 569775"
228,10,YIO CHU KANG,AMSZ10,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,5E2B16BB381BAEA4,2014/12/05,29443.74470000000,40836.02070000000,4533.21836353000,909418.56768900005,"Yio Chu Kang MRT Station (NS15), 3000 Ang Mo Kio Avenue 8, Singapore 569813; Bus stop at Yio Chu Kang Interchange (55509); Bus stop opposite Yio Chu Kang MRT (55181); 208 Ang Mo Kio Avenue 9, Singapore 569775"
229,6,LOYANG WEST,PRSZ06,N,PASIR RIS,PR,EAST REGION,ER,05FD555397CBEE7A,2014/12/05,43294.83370000000,39888.77160000000,6203.00206517000,2114789.48841000022,Bus stop after Loyang Way (98059); Bus stop before Loyang Way (98051)
230,8,TAGORE,AMSZ08,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,DECC20CBAF2CD0C4,2014/12/05,27445.77130000000,40971.42440000000,8162.60017367000,3334192.44168999977,"Tagore Building, 6 Tagore Drive, Singapore 787623; 8 Tagore Drive, Singapore 787624"
231,7,LORONG AH SOO,HGSZ07,N,HOUGANG,HG,NORTH-EAST REGION,NER,6EDE1DB873D24BDD,2014/12/05,33930.31690000000,37657.02600000000,5438.21102190000,1515533.89128000010,"Bus stop at Paya Lebar Girls' School (63301); 138 Lorong Ah Soo, Singapore 530138; 106 Ah Soo Walk, Singapore 536726; 106A Ah Soo Walk, Singapore 536727; 106B Ah Soo Walk, Singapore 536728; 106D Ah Soo Walk, Singapore 536730; 106C Ah Soo Walk, Singapore 536729; 106E Ah Soo Walk, Singapore 536731; 106F Ah Soo Walk, Singapore 536732; 106G Ah Soo Walk, Singapore 536733"
232,8,FLORA DRIVE,PRSZ08,N,PASIR RIS,PR,EAST REGION,ER,FA9C76B49B6D0C95,2014/12/05,42801.73490000000,37930.54890000000,3956.61577684000,944998.44886000000,"Ferraria Park Condominium, 30 Flora Drive, Singapore 506952; 10 Flora Drive, Singapore 506942; Palm Isles, 32 Flora Drive, Singapore 506892; Ferraria Park Condominium, 8 Flora Drive, Singapore 506941; 26 Flora Drive, Singapore 506950; Ferraria Park Condominium, 28 Flora Drive, Singapore 506951"
233,5,HILLVIEW,BKSZ05,N,BUKIT BATOK,BK,WEST REGION,WR,3111003F85F45513,2014/12/05,20276.65290000000,37526.45820000000,6673.93400425000,1990788.39736000006,"Hillington Green, 51 Hillview Avenue, Singapore 669565; 3 Elizabeth Drive, Singapore 669744; Chantilly Rise, 80 Hillview Avenue, Singapore 669579; Hillington Green, 53 Hillview Avenue, Singapore 669566; Hillvista, 1 Elizabeth Drive, Singapore 669743; Chantilly Rise, 82 Hillview Avenue, Singapore 669581; Hillview Green, 73 Hume Avenue, Singapore 598747; Hillington Green, 57 Hillview Avenue, Singapore 669568"
234,1,CHANGI BAY,CBSZ01,N,CHANGI BAY,CB,EAST REGION,ER,ACFD43D8AE3F7B3F,2014/12/05,49502.48660000000,34316.54420000000,18731.55996590000,1829821.68984999997,
235,2,PAYA LEBAR EAST,PLSZ02,N,PAYA LEBAR,PL,EAST REGION,ER,389E16D1B4BCDE92,2014/12/05,38065.44830000000,37522.39600000000,7470.11195193000,2259239.73967000004,"Paya Lebar MRT Station (EW8/CC9 ), 30 Paya Lebar Road, Singapore 409006; Paya Lebar Square, 60 Paya Lebar Road, Singapore 409051; Paya Lebar MRT Station, 15 Paya Lebar Road, Singapore 409049"
236,1,UPPER THOMSON,BSSZ01,N,BISHAN,BS,CENTRAL REGION,CR,0ABCF49C51112DC2,2014/12/05,27884.68720000000,37749.39370000000,10082.07530100000,3860324.99442999996,"Sembawang Hills Estate, 2 Casuarina Road, Singapore 579391; Sembawang Hills Estate, 4 Casuarina Road, Singapore 579393; Sembawang Hills Estate, 6 Casuarina Road, Singapore 579395; Sembawang Hills Estate, 8 Casuarina Road, Singapore 579397; Sembawang Hills Estate, 1 Seraya Crescent, Singapore 575811; Sembawang Hills Estate, 10 Casuarina Road, Singapore 579399; Sembawang Hills Estate, 1A Seraya Crescent, Singapore 575812; Sembawang Hills Estate, 1B Seraya Crescent, Singapore 575813; Sembawang Hills Estate, 12 Casuarina Road, Singapore 579401; Sembawang Hills Estate, 1C Seraya Crescent, Singapore 575814"
237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014/12/05,18505.46530000000,38307.46840000000,3842.99403042000,859179.18007600005,"Bus stop at St. Anthony's Primary School (43659); St. Anthony's Primary School, 1 Bukit Batok Street 34, Singapore 659321; 337 Bukit Batok Street 34, Singapore 650337; 340 Bukit Batok Street 34, Singapore 650340"
238,4,TOWNSVILLE,AMSZ04,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,377A4E677018DDF9,2014/12/05,29686.46800000000,38599.49950000000,3313.31741260000,546403.86347600003,"Townsville Primary School, 3 Ang Mo Kio Avenue 10, Singapore 569730; Pathlight School and Autism Resource Centre, 5 Ang Mo Kio Avenue 10, Singapore 569739"
239,6,KOVAN,HGSZ06,N,HOUGANG,HG,NORTH-EAST REGION,NER,19C0ECAF2E3AE59A,2014/12/05,33270.79130000000,38331.47680000000,5644.28774956000,1948613.20543999993,"Bus stop at Kovan MRT (63039); Kovan MRT Station (NE13), 900 Upper Serangoon Road, Singapore 534799; Bus stop at Kovan MRT (63031); Heartland Mall - Kovan, 205 Hougang Street 21, Singapore 530205; Kovan Residences, 5A Kovan Road, Singapore 544895; Kovan Residences, 7A Kovan Road, Singapore 544897"
240,3,CHONG BOON,AMSZ03,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,94B98B182E1B853F,2014/12/05,30485.51090000000,38478.99300000000,4710.53872999000,1078622.32407000009,"446 Ang Mo Kio Avenue 10, Singapore 560446; 450 Ang Mo Kio Avenue 10, Singapore 560450; 433 Ang Mo Kio Avenue 10, Singapore 560433; 451 Ang Mo Kio Avenue 10, Singapore 560451; 453 Ang Mo Kio Avenue 10, Singapore 560453; 447 Ang Mo Kio Avenue 10, Singapore 560447; 428 Ang Mo Kio Avenue 3, Singapore 560428"
241,5,SHANGRI-LA,AMSZ05,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,B208B7127D3E0A31,2014/12/05,28564.71560000000,38888.92090000000,4019.22952597000,687930.09696600004,"Shangri-La Park, 30 Shangri-La Walk, Singapore 568207; Shangri-La Park, 28 Shangri-La Walk, Singapore 568205; Shangri-La Park, 11 Shangri-La Walk, Singapore 568188; Shangri-La Park, 59 Shangri-La Walk, Singapore 568222; Shangri-La Park, 26 Shangri-La Walk, Singapore 568203; Shangri-La Park, 9 Shangri-La Walk, Singapore 568186; Shangri-La Park, 61 Shangri-La Walk, Singapore 568223; Shangri-La Park, 24 Shangri-La Walk, Singapore 568201; Shangri-La Park, 7 Shangri-La Walk, Singapore 568184; Shangri-La Park, 20 Shangri-La Walk, Singapore 568197"
242,4,SERANGOON GARDEN,SGSZ04,N,SERANGOON,SG,NORTH-EAST REGION,NER,9E333AF1E3047F58,2014/12/05,31710.82270000000,38310.22430000000,6972.41909361000,3023148.98135000002,"Serangoon Garden Estate, 50 Serangoon Gardens Way, Singapore 555946; Serangoon Garden Estate, 52 Serangoon Gardens Way, Singapore 555948; Serangoon Garden Estate, 2 Walmer Drive, Singapore 555027; Serangoon Garden Estate, 52A Serangoon Garden Way, Singapore 556069; 54 Serangoon Gardens Way, Singapore 555950; Serangoon Garden Estate, 1 Walmer Drive, Singapore 555026; Serangoon Garden Estate, 3 Walmer Drive, Singapore 555028; Serangoon Garden Estate, 48A Serangoon Gardens Way, Singapore 556060; Shell Service Station, 49 Serangoon Gardens Way, Singapore 555944; Serangoon Garden Estate, 6 Walmer Drive, Singapore 555031"
243,1,HOUGANG CENTRAL,HGSZ01,N,HOUGANG,HG,NORTH-EAST REGION,NER,C4419A9A8D05E0DF,2014/12/05,34470.70050000000,39076.59630000000,2759.81546608000,441733.44016400003,"Bus stop opposite Hougang Central Interchange (64549); Hougang MRT Station (NE14), 80 Hougang Central, Singapore 538758; Bus stop at Hougang MRT (64541)"
244,7,LOYANG EAST,PRSZ07,N,PASIR RIS,PR,EAST REGION,ER,4B656D023BC2388D,2014/12/05,43592.33110000000,38890.09480000000,4185.46289802000,970068.07223100006,Bus stop after Loyang Way (98059); Bus stop before Loyang Way (98051)
245,6,DAIRY FARM,BPSZ06,N,BUKIT PANJANG,BP,WEST REGION,WR,FE385B2E17662DDF,2014/12/05,21181.12000000000,38939.83750000000,4814.19537542000,1235901.75169999991,
246,5,PASIR RIS DRIVE,PRSZ05,N,PASIR RIS,PR,EAST REGION,ER,2B73597AF3F174F3,2014/12/05,42032.45800000000,38988.21870000000,5311.06036561000,1639669.01652999991,"People's Association (PA) Holiday Bungalow, 120 Pasir Ris Road, Singapore 519118; Pasir Ris Beach Park, 122 Pasir Ris Road, Singapore 519119; 118 Pasir Ris Road, Singapore 519117; Pasir Ris Beach Park, 36 Pasir Ris Avenue, Singapore 519703; 38 Pasir Ris Avenue, Singapore 519705; Pasir Ris Beach Park, 34 Pasir Ris Avenue, Singapore 519701; Pasir Ris Beach Park, 124 Pasir Ris Road, Singapore 519120; 40 Pasir Ris Avenue, Singapore 519707; Pasir Ris Beach Park, 116 Pasir Ris Road, Singapore 519116; Pasir Ris Beach Park, 33 Pasir Ris Way, Singapore 518549"
247,1,TAMPINES NORTH,TMSZ01,N,TAMPINES,TM,EAST REGION,ER,619A4A5A72D3F75A,2014/12/05,39763.94230000000,38698.16920000000,7128.35539054000,2543106.63426999981,
248,2,CHENG SAN,AMSZ02,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,504511A82C516D62,2014/12/05,30312.19230000000,39413.34780000000,4218.95806162000,955710.18870099995,"Hougang Mall, 90 Hougang Avenue 10, Singapore 538766; 811 Hougang Central, Singapore 530811; 462 Hougang Avenue 10, Singapore 530462; 814 Hougang Avenue 10, Singapore 530814; 461 Hougang Avenue 10, Singapore 530461; 100 Hougang Ave 10, Singapore 538767; 810 Hougang Central, Singapore 530810; 460 Hougang Avenue 10, Singapore 530460"
249,1,ANG MO KIO TOWN CENTRE,AMSZ01,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,B996E2754B3DA5E1,2014/12/05,29501.76590000000,39419.40490000000,2642.20877721000,316882.01718700002,
250,6,KEBUN BAHRU,AMSZ06,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,60BFB1E98CF343F9,2014/12/05,28700.16740000000,39496.50610000000,4288.19423135000,1046417.00003000000,"110 Ang Mo Kio Avenue 4, Singapore 560110; 109 Ang Mo Kio Avenue 4, Singapore 560109; 111 Ang Mo Kio Avenue 4, Singapore 560111; 108 Ang Mo Kio Avenue 4, Singapore 560108; Bus stop at Blk 110 (54189)"
251,2,SERANGOON NORTH IND ESTATE,SGSZ02,N,SERANGOON,SG,NORTH-EAST REGION,NER,2648D1D39685215F,2014/12/05,31498.87840000000,39642.22230000000,4299.21119877000,921430.94881099998,
252,1,TENGAH,THSZ01,N,TENGAH,TH,WEST REGION,WR,7E6091D123C993EB,2014/12/05,16363.18930000000,38432.54740000000,12808.87653240000,7370557.68173000030,
253,3,SERANGOON NORTH,SGSZ03,N,SERANGOON,SG,NORTH-EAST REGION,NER,C685042EC58E5C55,2014/12/05,32458.80310000000,39597.64010000000,3610.73240827000,684704.30049699999,"231 Serangoon Avenue 3, Singapore 550231; La Quinta Park, 37 Chuan Walk, Singapore 558443; La Quinta Park, 35 Chuan Walk, Singapore 558441; La Quinta Park, 33 Chuan Walk, Singapore 558439; La Quinta Park, 39 Chuan Walk, Singapore 558445; La Quinta Park, 41 Chuan Walk, Singapore 558447; La Quinta Park, 31 Chuan Walk, Singapore 558437; La Quinta Park, 29 Chuan Walk, Singapore 558435; La Quinta Park, 27 Chuan Walk, Singapore 558433; La Quinta Park, 43 Chuan Walk, Singapore 558449"
254,3,PASIR RIS CENTRAL,PRSZ03,N,PASIR RIS,PR,EAST REGION,ER,FF244AAC9D31CDAF,2014/12/05,40755.90170000000,39341.74770000000,5273.23900210000,1511487.38407999999,"Bus stop opposite Pasir Ris Town Park (77171); Bus stop at Pasir Ris Town Park (77179); Pasir Ris One, 530D Pasir Ris Drive 1, Singapore 514530; White Sands Shopping Centre, 1 Pasir Ris Central Street 3, Singapore 518457; Pasir Ris One, 530C Pasir Ris Drive 1, Singapore 513530"
255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014/12/05,19560.70280000000,39034.54400000000,7921.55721089000,2459098.26540999999,"Bus stop at Blk 319 (43721); Gombak Base, 28 Gombak Drive, Singapore 669642; Hillview Camp, 212 Gombak Drive, Singapore 669638; Gombak Base, 320 Gombak Drive, Singapore 669647; Gombak Base, 321 Gombak Drive, Singapore 669648"
256,5,PLAB,PLSZ05,N,PAYA LEBAR,PL,EAST REGION,ER,C3865987F1E8B141,2014/12/05,36691.91130000000,37730.72320000000,11966.01675700000,7034806.47174999956,"271 New Bridge Road, Singapore 088748; 273 New Bridge Road, Singapore 088749; 269 New Bridge Road, Singapore 088747; 275 New Bridge Road, Singapore 088750; 277 New Bridge Road, Singapore 088751; 267 New Bridge Road, Singapore 088746; 279 New Bridge Road, Singapore 088752; Ann Kway Building, 265 New Bridge Road, Singapore 088745; Bukit Pasoh Extension Conservation Area, 87 Keong Siak (Saik) Road, Singapore 089170; Bukit Pasoh Extension Conservation Area, 85 Keong Siak (Saik) Road, Singapore 089169"
257,1,KRANJI,SKSZ01,N,SUNGEI KADUT,SK,NORTH REGION,NR,3487338E07E5DE5F,2014/12/05,19766.84320000000,46226.35450000000,7899.95234274000,3652031.03287999984,"Bus stop at Kranji MRT (45139); Kranji MRT Station (NS7), 960 Woodlands Road, Singapore 738702; Bus stop opposite Kranji MRT (45131)"
258,4,PASIR RIS PARK,PRSZ04,N,PASIR RIS,PR,EAST REGION,ER,9856E3CDCF57AD96,2014/12/05,41529.79800000000,40218.94370000000,8533.96399773000,1719704.59507000004,"98 Pasir Ris Central, Singapore 519639; 96 Pasir Ris Central, Singapore 519638"
259,5,CHOA CHU KANG NORTH,CKSZ05,N,CHOA CHU KANG,CK,WEST REGION,WR,1ED0377B40E71BDA,2014/12/05,18347.56820000000,41593.76480000000,4552.31474589000,1088638.01431000000,"342 Choa Chu Kang Loop, Singapore 680342; Mi Casa, 317 Choa Chu Kang Avenue 3, Singapore 689862; 217 Choa Chu Kang Central, Singapore 680217; 216 Choa Chu Kang Central, Singapore 680216; Mi Casa, 315 Choa Chu Kang Avenue 3, Singapore 689861; Mi Casa, 319 Choa Chu Kang Avenue 3, Singapore 689863; 343A Choa Chu Kang Loop, Singapore 681343; 341 Choa Chu Kang Loop, Singapore 680341"
260,2,RIVERVALE,SESZ02,N,SENGKANG,SE,NORTH-EAST REGION,NER,986666487FF7CF78,2014/12/05,35977.61130000000,41060.80240000000,6315.95441659000,1569034.78420000011,"Bakau LRT Station (SE3), 50 Rivervale Drive, Singapore 545053; 134 Rivervale Street, Singapore 540134; Bus stop at Blk 122F (67131); 135 Rivervale Street, Singapore 540135; Bus stop opposite Blk 121 (67139); 121 Rivervale Drive, Singapore 540121; 122D Rivervale Drive, Singapore 544122; 133A Rivervale Street, Singapore 541133"
261,7,SENGKANG WEST,SESZ07,N,SENGKANG,SE,NORTH-EAST REGION,NER,53C82220D68B4128,2014/12/05,31319.94310000000,41936.67860000000,5991.02000779000,1670029.85565999988,"303A Anchorvale Link, Singapore 541303; 200A Sengkang East Road, Singapore 541200; 303 Anchorvale Link, Singapore 540303"
262,6,FERNVALE,SESZ06,N,SENGKANG,SE,NORTH-EAST REGION,NER,C2885440D673A7A2,2014/12/05,32806.29150000000,41896.36850000000,6491.76794385000,2391082.76469000010,"Fernvale LRT station (SW5), 10 Fernvale Road, Singapore 797698; 436D Fernvale Road, Singapore 794436; 437 Fernvale Road, Singapore 790437; The Seletar Mall, 33 Sengkang West Avenue, Singapore 797653; 436 Fernvale Road, Singapore 790436; 436B Fernvale Road, Singapore 792436; 436C Fernvale Road, Singapore 793436; 436A Fernvale Road, Singapore 791436"
263,4,PUNGGOL FIELD,PGSZ04,N,PUNGGOL,PG,NORTH-EAST REGION,NER,7462F6141FA74A37,2014/12/05,36673.89940000000,41847.09020000000,5229.11611385000,1378710.53569999989,"102A Punggol Field, Singapore 821102; Bus stop at Blk 196A (65151); 102B Punggol Field, Singapore 822102; Cove LRT Station (PE1), 50 Punggol Field, Singapore 828858; 199A Punggol Field, Singapore 821199; 198 Punggol Field, Singapore 820198; 101 Punggol Field, Singapore 820101; 101D Punggol Field, Singapore 824101; 199B Punggol Field, Singapore 822199; 102D Punggol Field, Singapore 824102"
264,6,YEW TEE,CKSZ06,N,CHOA CHU KANG,CK,WEST REGION,WR,D172AF50E2754CBF,2014/12/05,18498.11390000000,42506.07430000000,3715.39422999000,923214.74870000000,"Yew Tee MRT Station (NS5), 61 Choa Chu Kang Drive, Singapore 689715; Bus stop at Yew Tee MRT (45321); Bus stop opposite Yew Tee MRT (45329); Yew Tee Shopping Centre, 624 Choa Chu Kang Street 62, Singapore 680624; Yew Tee Shopping Centre, 623 Choa Chu Kang Street 62, Singapore 680623; Yew Tee Point, 21 Choa Chu Kang North 6, Singapore 689578; Yew Tee Point, 25 Chua Chu Kang North 6, Singapore 689580; Yew Tee Shopping Centre, 622 Choa Chu Kang Street 62, Singapore 680622; Yew Tee Point / Yew Tee Residences, 23 Choa Chu Kang North 6, Singapore 689579; 625A Choa Chu Kang Street 62, Singapore 681625"
265,1,PASIR RIS WAFER FAB PARK,PRSZ01,N,PASIR RIS,PR,EAST REGION,ER,9658EA18C574343B,2014/12/05,38612.49650000000,41196.68190000000,10606.64690420000,5325421.57515999954,
266,3,MATILDA,PGSZ03,N,PUNGGOL,PG,NORTH-EAST REGION,NER,14D0DB33976B7B81,2014/12/05,35089.98530000000,42728.27450000000,5361.91596413000,1418284.25472999993,
267,5,WATERWAY EAST,PGSZ05,N,PUNGGOL,PG,NORTH-EAST REGION,NER,A9E7E4A7DEE0B6F2,2014/12/05,37063.22380000000,42568.22370000000,5391.06510657000,1489246.88272000011,
268,3,GALI BATU,SKSZ03,N,SUNGEI KADUT,SK,NORTH REGION,NR,B462B6D7566CF5CD,2014/12/05,20165.06870000000,42429.24080000000,9036.68277072000,5186128.07725000009,
269,3,CHANGI AIRPORT,CHSZ03,N,CHANGI,CH,EAST REGION,ER,70B39BA5469B9018,2014/12/05,46661.84900000000,36599.81580000000,28163.22826820000,35096028.58699999750,
270,11,YIO CHU KANG NORTH,AMSZ11,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,CCAEEFD474A4B1A3,2014/12/05,29505.98770000000,41733.44010000000,6445.24298189000,1463278.17949000001,"Yio Chu Kang MRT Station (NS15), 3000 Ang Mo Kio Avenue 8, Singapore 569813; Bus stop at Yio Chu Kang Interchange (55509); Bus stop opposite Yio Chu Kang MRT (55181); 208 Ang Mo Kio Avenue 9, Singapore 569775"
271,1,CHANGI POINT,CHSZ01,N,CHANGI,CH,EAST REGION,ER,0F530A1557E9AF1F,2014/12/05,44603.63260000000,41360.41860000000,4897.48236282000,995944.76543599996,
272,3,SENGKANG TOWN CENTRE,SESZ03,N,SENGKANG,SE,NORTH-EAST REGION,NER,5A2D0E9E6B285069,2014/12/05,35163.81200000000,41501.14180000000,5216.40050197000,1455507.85939000011,
273,4,ANCHORVALE,SESZ04,N,SENGKANG,SE,NORTH-EAST REGION,NER,F00F5344E293F642,2014/12/05,34218.53540000000,41815.31600000000,5112.46178675000,1499108.62608000007,"Anchorvale Community Club (CC), 59 Anchorvale Road, Singapore 544965"
274,1,LORONG HALUS NORTH,SESZ01,N,SENGKANG,SE,NORTH-EAST REGION,NER,4A9FCDF7EAE9BEAE,2014/12/05,36619.21530000000,40404.61570000000,3930.09675185000,924866.01648500003,
275,4,YISHUN SOUTH,YSSZ04,N,YISHUN,YS,NORTH REGION,NR,42D160EC51F711D5,2014/12/05,28500.54670000000,44471.67350000000,5781.58805086000,1340167.98833000008,"Bus stop at Yishun MRT (59079); Bus stop at Northpoint Shopping Centre (59072); Yishun MRT Station (NS13), 301 Yishun Avenue 2, Singapore 769093; Bus stop after Northpoint Shopping Centre (59073)"
276,5,LOWER SELETAR,YSSZ05,N,YISHUN,YS,NORTH REGION,NR,CF8B2D55A2958851,2014/12/05,29437.61950000000,43432.04540000000,15209.76279330000,8453312.37973999977,"C And E Centre (Lentor Camp), 101 Lower Seletar Close, Singapore 786568"
277,1,NORTHSHORE,PGSZ01,N,PUNGGOL,PG,NORTH-EAST REGION,NER,317584A40150FF3F,2014/12/05,36169.55740000000,44222.76550000000,5355.63711782000,1360000.63134999992,"Northshore Bungalows, 263 Ponggol Seventeenth Avenue, Singapore 829712; Northshore Bungalows, 261 Ponggol Seventeenth Avenue, Singapore 829711; 265 Ponggol Seventeenth Avenue, Singapore 829713; Northshore Bungalows, 259 Ponggol Seventeenth Avenue, Singapore 829710; Northshore Bungalows, 225 Ponggol Seventeenth Avenue, Singapore 829693; Northshore Bungalows, 227 Ponggol Seventeenth Avenue, Singapore 829694; Northshore Bungalows, 255 Ponggol Seventeenth Avenue, Singapore 829708; Northshore Bungalows, 253 Ponggol Seventeenth Avenue, Singapore 829707; Northshore Bungalows, 229 Ponggol Seventeenth Avenue, Singapore 829695; Northshore Bungalows, 257 Ponggol Seventeenth Avenue, Singapore 829709"
278,3,MANDAI ESTATE,MDSZ03,N,MANDAI,MD,NORTH REGION,NR,F6266F7368DBB9AB,2014/12/05,27082.69800000000,45367.46030000000,1633.70841599000,143137.94105400000,"Westlite Mandai Dormitory, 36 Mandai Estate, Singapore 729941; Singapore Valve And Fitting Private Limited (Swi Warehouse Complex), 28 Mandai Estate, Singapore 729917; KAH Motors, 8 Mandai Estate, Singapore 729905; Westlite Mandai Dormitory, 34 Mandai Estate, Singapore 729940; Swi Warehouse Complex, 26 Mandai Estate, Singapore 729916; Swi Warehouse Complex, 24 Mandai Estate, Singapore 729915; Westlite Mandai Dormitory, 32 Mandai Estate, Singapore 729939; Full Glass Private Limited (Swi Warehouse Complex), 22 Mandai Estate, Singapore 729914; Swi Warehouse Complex, 20 Mandai Estate, Singapore 729912; 12 Mandai Estate, Singapore 729936"
279,1,YISHUN CENTRAL,YSSZ01,N,YISHUN,YS,NORTH REGION,NR,796B74418F857A6C,2014/12/05,28483.07050000000,45383.33440000000,2549.64318227000,436368.53382600000,"Adora Green, 348A Yishun Avenue 11, Singapore 761348"
280,3,PULAU PUNGGOL TIMOR,SLSZ03,N,SELETAR,SL,NORTH-EAST REGION,NER,DF9C2E922175C69D,2014/12/05,34428.84910000000,44535.89770000000,4817.80370555000,1259743.11329000001,
281,2,TURF CLUB,SKSZ02,N,SUNGEI KADUT,SK,NORTH REGION,NR,17459E60C3EEAF30,2014/12/05,20234.60060000000,44507.19010000000,7665.67601943000,3291405.50569000002,"Woodlands Park, 103 Jalan Bumbong, Singapore 739932; Woodlands Park, 101 Jalan Bumbong, Singapore 739916; Woodlands Park, 104 Jalan Bumbong, Singapore 739918; Woodlands Park, 99 Jalan Bumbong, Singapore 739914; Woodlands Park, 82 Jalan Kasau, Singapore 739669; Woodlands Park, 102 Jalan Bumbong, Singapore 739917; Woodlands Park, 80 Jalan Kasau, Singapore 739668; Woodlands Park, 100 Jalan Bumbong, Singapore 739915; Woodlands Park, 97 Jalan Bumbong, Singapore 739912; Woodlands Park, 78 Jalan Kasau, Singapore 739667"
282,4,WOODLANDS SOUTH,WDSZ04,N,WOODLANDS,WD,NORTH REGION,NR,8A4E14DAC4ACE11C,2014/12/05,23609.57300000000,45692.87850000000,5211.38443467000,1576001.47579000005,"892B Woodlands Drive 50, Singapore 731892; 825 Woodlands Street 81, Singapore 730825"
283,5,WOODGROVE,WDSZ05,N,WOODLANDS,WD,NORTH REGION,NR,B1222FC839464134,2014/12/05,21905.28490000000,45668.04110000000,6284.59972451000,1665469.26017999998,"45 Woodgrove Avenue, Singapore 738228; 47 Woodgrove Avenue, Singapore 738259; 43 Pinewood Grove, Singapore 738232; 43 Woodgrove Avenue, Singapore 738227; 49 Woodgrove Avenue, Singapore 738229; 26 Oakwood Grove, Singapore 738224; 41 Pinewood Grove, Singapore 738253; 41 Woodgrove Avenue, Singapore 738226; 39 Pinewood Grove, Singapore 738225; 45 Pinewood Grove, Singapore 738254"
284,3,YISHUN EAST,YSSZ03,N,YISHUN,YS,NORTH REGION,NR,7E20200E3D7B0C16,2014/12/05,29476.59950000000,45515.71960000000,5945.70409919000,1767092.89647000004,"Bus stop at Yishun MRT (59079); Bus stop at Northpoint Shopping Centre (59072); Yishun MRT Station (NS13), 301 Yishun Avenue 2, Singapore 769093; Bus stop after Northpoint Shopping Centre (59073)"
285,1,WESTERN WATER CATCHMENT,WCSZ01,N,WESTERN WATER CATCHMENT,WC,WEST REGION,WR,82062B23CEEE75F2,2014/12/05,12020.34200000000,40454.87100000000,44305.66056810000,69748298.79199999571,
286,2,PULAU PUNGGOL BARAT,SLSZ02,N,SELETAR,SL,NORTH-EAST REGION,NER,20F2831A2780CFEB,2014/12/05,33050.09760000000,45213.53470000000,6251.20779583000,2050051.22475999990,
